brand,model,year,mileage_km,city,price,price_type,transmission,body_color,inside_color,body_status,engine_liter,link
تارا,تارا، دنده ای V1 پلاس,2024,4350,اصفهان / کشاورزی,1900000000.0,lumpsum,دنده ای,سفید,خاکستری,بدون رنگ,1.6,https://bama.ir/car/detail-ez7bhttj-tara-v1p-6mt-1403
هایما,هایما، 8S,2026,0,تهران / یافت‌آباد,4910000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-2kpfbzfq-haima-8s-1405
تارا,تارا، اتوماتیک V4,2025,46000,جیرفت,2400000000.0,lumpsum,اتوماتیک,تیتانیوم,نقره ای,خط و خش جزئی,1.6,https://bama.ir/car/detail-jschxigs-tara-automaticv4-lx-1404
تویوتا,تویوتا، فرانت لندر هیبرید,2025,0,اصفهان / آذر,7800000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-urdej39r-toyota-frontlander-2.0liter-2025
فیدلیتی,فیدلیتی، پرایم,2022,38000,گنبد کاووس,4000000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-7eyujdf2-fidelity-prime-7seater-1401
فردا,فردا، 511,2026,0,تهران / آرارات,2300000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-ecok28tz-farda-511-1405
جک,جک، جی 4,2025,0,تهران / پاسداران,2300000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-mt5wq0uo-jac-j4-1404
فونیکس,فونیکس، تیگو 7 پرو,2023,70000,اصفهان / فرهنگ,4300000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.5,https://bama.ir/car/detail-zprvd5gb-fownix-tiggo7pro-excellent-1402
ام وی ام,ام وی ام، 110,2012,105000,تهران / تهرانپارس غربی,419000000.0,lumpsum,دنده ای,سرمه ای,-,خط و خش جزئی,0.8,https://bama.ir/car/detail-ar8awki6-mvm-110-3cylinder-1391
پراید,پراید، صندوق دار,2010,280000,مشهد / قاسم‌آباد (شهرک غرب),450000000.0,lumpsum,دنده ای,نقره ای,مشکی,بدون رنگ,1.3,https://bama.ir/car/detail-czj5ctbb-pride-sedan-1389
تویوتا,تویوتا، راوفور,2025,0,اصفهان / مرداویج,12800000000.0,lumpsum,اتوماتیک,سفید,کرم,بدون رنگ,2.5,https://bama.ir/car/detail-snj7qbmz-toyota-rav4-4wd-2025
پژو,پژو، پارس,2014,285000,مشهد / فرامرز عباسی,948000000.0,lumpsum,دنده ای,سفید,مشکی,گلگیر رنگ,1.8,https://bama.ir/car/detail-1nxm95lj-peugeot-pars-mt-1393
رنو,رنو، تندر 90,2017,300000,بندرعباس,1490000000.0,lumpsum,دنده ای,سفید,-,صافکاری بدون رنگ,1.6,https://bama.ir/car/detail-gu2fehrb-renault-tondar90-e2-1396
پژو,پژو، 206,2018,158000,گرگان,1050000000.0,lumpsum,دنده ای,مشکی,خاکستری,چند لکه رنگ,1.4,https://bama.ir/car/detail-w61tpbvl-peugeot-206ir-type2-1397
فونیکس,فونیکس، تیگو 7 پرو مکس (F7 PRO MAX),2025,3800,کرمانشاه,6190000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-rds8x57b-fownix-tiggo7promax-1.6literturboawd-1404
کیا,کیا، ریو (مونتاژ),2011,22000,رشت / بلوار گیلان,2100000000.0,lumpsum,دنده ای,سفید,خاکستری,بدون رنگ,1.5,https://bama.ir/car/detail-pjbeokzy-kia-rioir-mt-1390
هیوندای,هیوندای، النترا,2014,180000,تهران / ایرانمال,3550000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.8,https://bama.ir/car/detail-irvkj7sx-hyundai-elantra-1.8l-2014
مزدا,مزدا، 3 قدیم,2009,309000,تهران / ایرانمال,1970000000.0,lumpsum,اتوماتیک,سفید,-,کامل رنگ,2.0,https://bama.ir/car/detail-kl5jrhr4-mazda-3ir-type3-1388
کی ام سی,کی ام سی، J7,2023,27000,تهران / بلوار فردوس,3700000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.5,https://bama.ir/car/detail-n6xfhyvg-kmc-j7-1402
مزدا,مزدا، 3 نیو صندوق دار,2019,98000,تهران / ایرانمال,4980000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.0,https://bama.ir/car/detail-sgubu5iz-mazda-3sedan-2.0ltype4-1398
ب ام و,ب ام و، X4,2015,80000,تهران / ایرانمال,13900000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,2.0,https://bama.ir/car/detail-cu6uwgtj-bmw-x4-28-2015
نیسان,نیسان، قشقایی,2025,0,تهران / ایرانمال,7200000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.0,https://bama.ir/car/detail-leqnib8o-nissan-qashqai-2wdhonor-2025
پژو,پژو، 207,2024,3000,اهواز / سپیدار,2350000000.0,lumpsum,اتوماتیک,سفید,خاکستری,بدون رنگ,1.6,https://bama.ir/car/detail-igsv71pa-peugeot-207-automaticpanoramatu5p-1403
نیسان,نیسان، ایکس تریل,2018,51800,تهران / صادقیه,10000000000.0,lumpsum,اتوماتیک,مشکی,کرم,بدون رنگ,2.5,https://bama.ir/car/detail-npllrtg8-nissan-xtrail-2018
رنو,رنو، تالیسمان,2017,92000,تهران / ایرانمال,6390000000.0,lumpsum,اتوماتیک,نقره ای,-,بدون رنگ,1.6,https://bama.ir/car/detail-rrust96q-renault-talisman-e3-2017
فونیکس,فونیکس، تیگو 8 پرو,2023,67000,رباط کریم,4800000000.0,lumpsum,اتوماتیک,مشکی,مارون,بدون رنگ,1.6,https://bama.ir/car/detail-dxehgh8x-fownix-tiggo8pro-premium-1402
کیا,کیا، سراتو (مونتاژ),2018,168000,تهران / ایرانمال,3850000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-q8nmjrkt-kia-ceratoir-1600optional-1397
لاماری,لاماری، ایما,2025,5000,تهران / ایرانمال,4720000000.0,lumpsum,اتوماتیک,بژ,-,بدون رنگ,1.5,https://bama.ir/car/detail-kt6p2xkp-lamari-eama-1404
نیسان,نیسان، ماکسیما,2006,348000,تهران / ایرانمال,2550000000.0,lumpsum,اتوماتیک,سفید,-,چند لکه رنگ,3.0,https://bama.ir/car/detail-9fq72kbt-nissan-maximair-at-1385
مزدا,مزدا، 3 نیو صندوق دار,2013,90000,اصفهان / آبشار,4450000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-s86wmagr-mazda-3sedan-2.0ltype4-1392
میتسوبیشی,میتسوبیشی، اوتلندر,2017,147000,تهران / ایرانمال,6290000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.4,https://bama.ir/car/detail-brpaxjvw-mitsubishi-outlander-type3-2017
برلیانس,برلیانس، H230,2017,180000,مشهد / وکیل‌آباد,1250000000.0,lumpsum,اتوماتیک,مشکی,مشکی,یک لکه رنگ,1.5,https://bama.ir/car/detail-2rdgnwbe-brilliance-h230-at-1396
دیگنیتی,دیگنیتی، پرایم,2024,0,ارومیه,4270000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-8tv2sh1h-dignity-prime-1403
سمند,سمند، LX,2011,470000,تهران / چیتگر,680000000.0,lumpsum,دنده ای,نوک مدادی,کرم,کاپوت تعویض,1.7,https://bama.ir/car/detail-c8hjtjky-samand-lx-ef7cng-1390
کیا,کیا، سراتو (مونتاژ),2017,54000,تهران / ایرانمال,4000000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.0,https://bama.ir/car/detail-z5gh6y0s-kia-ceratoir-2000basic-1396
مکسوس,مکسوس، استار H,2025,5300,تهران / ایرانمال,6200000000.0,lumpsum,اتوماتیک,نوک مدادی,-,بدون رنگ,2.0,https://bama.ir/car/detail-xkk3yi9l-maxus-starh-2.0literturbo-1404
هیوندای,هیوندای، توسان,2014,395000,تهران / ایرانمال,4190000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.4,https://bama.ir/car/detail-qbb4o7xk-hyundai-tucsonix35-2.4l-2014
کی ام سی,کی ام سی، A5,2024,20000,تهران / ایرانمال,4250000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-yekfah1m-kmc-a5-1.5literturbo-1403
ب ام و,ب ام و، X6,2013,50000,تهران / ایرانمال,16900000000.0,lumpsum,اتوماتیک,قهوه ای,-,بدون رنگ,3.0,https://bama.ir/car/detail-6wvriqvp-bmw-x6-35-2013
پژو,پژو، 206 SD,2010,270000,مشهد / ارشاد,810000000.0,lumpsum,دنده ای,سفید,-,یک لکه رنگ,1.6,https://bama.ir/car/detail-zf9jt3as-peugeot-206sd-v1-1389
لیفان,لیفان، X50,2015,140000,اصفهان / آبشار,1200000000.0,lumpsum,اتوماتیک,قهوه ای,نقره ای,بدون رنگ,1.5,https://bama.ir/car/detail-flkb9wtm-lifan-x50-at-1394
چری,چری، تیگو 5,2020,135000,اصفهان / سپاهان‌شهر,2550000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.0,https://bama.ir/car/detail-zx47kwem-chery-tiggo5-ie-1399
تارا,تارا، دنده ای V1 پلاس,2026,0,اراک,2100000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-kwhs2oki-tara-v1p-6mt-1405
پژو,پژو، 207,2017,145000,تبریز,1310000000.0,lumpsum,دنده ای,قرمز,خاکستری,یک لکه رنگ,1.6,https://bama.ir/car/detail-1cmvwqdw-peugeot-207-mt-1396
کارا,کارا، تک کابین,2023,45000,تهران / مسعودیه,2050000000.0,lumpsum,دنده ای,سفید,خاکستری,خط و خش جزئی,2.0,https://bama.ir/car/detail-08i73pnl-cara-2door-2.0liter-1402
تارا,تارا، دنده ای V1,2023,40000,شیراز / گویم,1850000000.0,lumpsum,دنده ای,مشکی,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-96xlwjs1-tara-manual-1402
سمند,سمند، LX,2016,350000,نوشهر,950000000.0,lumpsum,دنده ای,سفید,کرم,دو لکه رنگ,1.7,https://bama.ir/car/detail-pbthyrrp-samand-lx-ef7cng-1395
هیوندای,هیوندای، جنسیس,2011,230000,تبریز,6800000000.0,lumpsum,اتوماتیک,سفید,سفید,صافکاری بدون رنگ,3.8,https://bama.ir/car/detail-ma1i7dqh-hyundai-genesis-2011
رنو,رنو، کولیوس,2018,120000,تهران / ونک,7700000000.0,lumpsum,اتوماتیک,مشکی,مارون,بدون رنگ,2.5,https://bama.ir/car/detail-czo30gbs-renault-koleos-2018
پژو,پژو، پارس,2008,360000,تهران / تهرانپارس شرقی,720000000.0,lumpsum,دنده ای,نقره ای,نقره ای,دو لکه رنگ,1.8,https://bama.ir/car/detail-3mev9yja-peugeot-pars-mt-1387
کوییک,کوییک، GXR,2025,7500,اصفهان / رزمندگان,1140000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-ervu1waq-quick-gxr-lmt-1404
رنو,رنو، تندر 90,2010,400000,تهران / توحید,1080000000.0,lumpsum,دنده ای,سفید,خاکستری,صافکاری بدون رنگ,1.6,https://bama.ir/car/detail-bbkkjytq-renault-tondar90-e2-1389
جتا,جتا، VS7,2024,26000,تهران / جنت‌آباد جنوبی,5750000000.0,lumpsum,اتوماتیک,ذغالی,سفید,بدون رنگ,1.4,https://bama.ir/car/detail-yr6zgtyz-jetta-vs7-1.4liter-2024
ام وی ام,ام وی ام، 315هاچ بک,2012,330000,تهران / افسریه,750000000.0,lumpsum,دنده ای,سفید,کرم,یک لکه رنگ,1.5,https://bama.ir/car/detail-6dhnn1a9-mvm-315hatchback-basic-1391
کوییک,کوییک، SR,2025,14500,تهران / پیروزی,1140000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-lxs6jcd9-quick-sr-mt-1404
مزدا,مزدا، CX-30,2025,0,اصفهان / دروازه شیراز,7980000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.0,https://bama.ir/car/detail-38umgjli-mazda-cx30-2.0liter-2025
کوییک,کوییک، دنده ای R,2022,98500,تهران / حکیمیه,935000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-sfqo5vts-quick-manualr-1401
بی ای سی,بی ای سی، X3 PRO,2024,25000,تهران / شهید مطهری,2590000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-slcgi3v8-bac-x3pro-1.5liter-1403
فونیکس,فونیکس، FX,2023,37000,بوشهر,4570000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-zw9akost-fownix-fx-premium-1402
کیا,کیا، اپتیما,2014,162000,کرمان,5600000000.0,lumpsum,اتوماتیک,خاکستری,-,بدون رنگ,2.4,https://bama.ir/car/detail-4imxrhpf-kia-optima-basic-2014
ام وی ام,ام وی ام، X22 PRO,2024,9000,اصفهان / باغ فردوس,2450000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-bfzob6di-mvm-x22pro-mt-1403
دنا,دنا، پلاس EF7,2025,3000,تهران / قصر فیروزه 1,2750000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-6osnzmkt-dena-plus-turboautomaticoptional-1404
هیوندای,هیوندای، اکسنت (مونتاژ),2018,45000,آمل,3800000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-rqfgnfk3-hyundai-accentir-1397
پژو,پژو، 207,2019,97000,تبریز,1670000000.0,lumpsum,اتوماتیک,سفید,مشکی,گلگیر تعویض,1.6,https://bama.ir/car/detail-rnfl3pgr-peugeot-207-at-1398
برلیانس,برلیانس، H220,2017,166000,کرمان,1320000000.0,lumpsum,اتوماتیک,سفید,مشکی,دور رنگ,1.5,https://bama.ir/car/detail-skpzuofz-brilliance-h220-at-1396
رانا,رانا، پلاس,2026,0,شاهرود,1640000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-1w8bvkqk-runna-plus-tu5plus-1405
برلیانس,برلیانس، H330,2016,143000,خرم آباد,1550000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-xrnzobv2-brilliance-h330-mt-1395
هیوندای,هیوندای، توسان,2016,55000,تهران / پلیس,6350000000.0,lumpsum,اتوماتیک,سفید,قرمز,بدون رنگ,2.0,https://bama.ir/car/detail-tqpl8hnx-hyundai-tucsonix35-2.0l4wd-2016
تویوتا,تویوتا، راوفور,2017,185000,تهران / سعادت‌آباد,9550000000.0,lumpsum,اتوماتیک,مشکی,شتری,صافکاری بدون رنگ,2.5,https://bama.ir/car/detail-7vc2lo9y-toyota-rav4-4wd-2017
فولکس,فولکس، تیگوان L,2026,0,تهران / بهشتی,13700000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-e4bnsdy7-volkswagen-tiguanprol-rline2wd-2026
ب ام و,ب ام و، X3,2025,0,تهران / سهروردی,24900000000.0,lumpsum,اتوماتیک,سفید,موکا,بدون رنگ,2.0,https://bama.ir/car/detail-ugrjyqfx-bmw-x3-xdrive25l-2025
هیوندای,هیوندای، سانتافه,2008,210000,تبریز,4100000000.0,lumpsum,اتوماتیک,سفید,کرم,دو لکه رنگ,2.7,https://bama.ir/car/detail-br75iuzm-hyundai-santafeix45-2700cc-2008
پژو,پژو، 206,2017,172000,تهران / پیروزی,1200000000.0,lumpsum,دنده ای,سفید,مشکی,صافکاری بدون رنگ,1.6,https://bama.ir/car/detail-ybol1xqz-peugeot-206ir-type5-1396
چانگان,چانگان، CS 55 پلاس,2024,21000,اهواز / گلستان,5150000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-nuppay7s-changan-cs55plus-1.5liter-2024
چانگان,چانگان، CS 55 پلاس,2024,30000,قزوین,5200000000.0,lumpsum,اتوماتیک,کربن بلک,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-3mgeozhu-changan-cs55plus-1.5liter-2024
پژو,پژو، 405,2017,130000,گناباد,1500000000.0,lumpsum,دنده ای,سفید,کرم,بدون رنگ,1.6,https://bama.ir/car/detail-zsxsw8io-peugeot-405-slx-1396
هوندا,هوندا، آکورد,2014,169000,تهران / یوسف‌آباد,6250000000.0,lumpsum,اتوماتیک,قهوه ای,کرم,بدون رنگ,2.4,https://bama.ir/car/detail-98qhvfun-honda-accord-exb-2014
فولکس,فولکس، تیگوان,2018,170000,اصفهان / کوی امام جعفر صادق,6800000000.0,lumpsum,اتوماتیک,نوک مدادی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-jkx8p0md-volkswagen-tiguan-2018
کوییک,کوییک، دنده ای,2022,49000,تهران / پونک,970000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-xayj3oks-quick-manual-1401
شاهین,شاهین، GL دنده ای,2025,22000,کرج / باغستان,1820000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-czjvdk9o-shahin-gl-1404
جک,جک، جی 5,2015,120000,ساوجبلاغ,1650000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.8,https://bama.ir/car/detail-xr1h4eyk-jac-j5-at-1394
سمند,سمند، سورن,2022,73000,شاهین شهر,1615000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-butvxm76-samand-soren-plus-1401
نیسان,نیسان، سیلفی e-POWER,2023,23000,تهران / دروس,5650000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.2,https://bama.ir/car/detail-tzp4n3py-nissan-sylphyepower-plus-2023
فردا,فردا، 511,2026,0,تهران / ونک,2300000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-uq3apvr5-farda-511-1405
فونیکس,فونیکس، FX,2023,44000,تهران / شهر زیبا,4500000000.0,lumpsum,اتوماتیک,خاکستری,-,بدون رنگ,1.6,https://bama.ir/car/detail-jsqskh7g-fownix-fx-premium-1402
کوییک,کوییک، GXR,2024,28000,تهران / کوی فردوس,1130000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-ozkfvcq6-quick-gxr-lmt-1403
چانگان,چانگان، ایدو,2015,255000,اصفهان / کوی سپاهان,1600000000.0,lumpsum,اتوماتیک,آبی,-,خط و خش جزئی,1.6,https://bama.ir/car/detail-lb7ezdvk-changan-eado-2015
رنو,رنو، کپچر,2017,120000,تهران / تهرانپارس شرقی,2830000000.0,lumpsum,اتوماتیک,مشکی,مشکی,دو لکه رنگ,1.2,https://bama.ir/car/detail-ktmlmeq7-renault-captur-2017
پورشه,پورشه، پانامرا,2011,120000,تهران / سعادت‌آباد,19000000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,4.8,https://bama.ir/car/detail-d3srkvcl-porsche-panamera-4s-2011
پراید,پراید، 131,2015,80000,شیراز / شهرک امام رضا (فرگاز),365000000.0,lumpsum,دنده ای,سفید,نقره ای,کامل رنگ,1.3,https://bama.ir/car/detail-qu8hbjrs-pride-131-se-1394
هیوندای,هیوندای، النترا,2025,8000,تهران / امیرآباد,5200000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-tjoidi5o-hyundai-elantra-1.5liter-2025
سمند,سمند، سورن,2023,71000,شاهرود,1600000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-h95tkvdv-samand-soren-plus-1402
پژو,پژو، 405,2011,360000,تهران / شهرک محلاتی,1050000000.0,lumpsum,دنده ای,سفید,-,یک لکه رنگ,1.6,https://bama.ir/car/detail-glinlhod-peugeot-405-slx-1390
تیبا,تیبا، صندوق دار,2013,508000,تهران / تهرانپارس غربی,625000000.0,lumpsum,دنده ای,سفید,-,دور رنگ,1.5,https://bama.ir/car/detail-nvhbfube-tiba-sedan-sx-1392
ب ام و,ب ام و، سری 5 سدان,2015,138000,تهران / نیاوران,13250000000.0,lumpsum,اتوماتیک,مشکی,موکا,دو لکه رنگ,2.0,https://bama.ir/car/detail-idlpsipd-bmw-5seriessedan-528i-2015
سمند,سمند، سورن,2024,50000,همدان,1390000000.0,lumpsum,دنده ای,سفید,-,یک لکه رنگ,1.8,https://bama.ir/car/detail-zsvugacm-samand-soren-plusxu7p-1403
فونیکس,فونیکس، تیگو 8 پرو هیبرید (F8 PRO PHEV),2025,22000,اصفهان / آذر,6620000000.0,lumpsum,اتوماتیک,سفید,قهوه ای,بدون رنگ,1.5,https://bama.ir/car/detail-w0ih35lq-fownix-tiggo8prohybrid-eplus-1404
دنا,دنا، پلاس EF7,2026,0,اصفهان / آبشار,2850000000.0,lumpsum,اتوماتیک,تیتانیوم,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-bv1kecug-dena-plus-turboautomaticoptional-1405
پژو,پژو، 207,2024,61000,کرمان,2180000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-x0szsncy-peugeot-207-attu5p-1403
سمند,سمند، سورن,2025,0,تهران / توحید,1870000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.7,https://bama.ir/car/detail-sqztbyl6-samand-soren-pluscng-1404
دنا,دنا، معمولی,2015,223000,تهران / دارآباد,1100000000.0,lumpsum,دنده ای,سفید,کرم,چند لکه رنگ,1.7,https://bama.ir/car/detail-uh4iarle-dena-1.7-1394
پژو,پژو، 207,2011,115500,کرج / گلشهر,1180000000.0,lumpsum,اتوماتیک,سفید,مشکی,چند لکه رنگ,1.6,https://bama.ir/car/detail-sg0z1ndd-peugeot-207-at-1390
تارا,تارا، دنده ای V1 پلاس,2025,14200,رشت / قلی پور,1860000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-cidmeklj-tara-v1p-6mt-1404
ساینا,ساینا، EX دنده ای,2021,90000,سمنان,945000000.0,lumpsum,دنده ای,سفید,مشکی,یک لکه رنگ,1.5,https://bama.ir/car/detail-cvikqz8g-saina-exmt-1400
رنو,رنو، تندر 90,2008,310000,تبریز,780000000.0,lumpsum,دنده ای,مشکی,-,چند لکه رنگ,1.6,https://bama.ir/car/detail-yl3hjcrn-renault-tondar90-e1-1387
دی اس,دی اس، 3,2018,36000,تهران / پاسداران,4200000000.0,lumpsum,اتوماتیک,نقره ای,مشکی,خط و خش جزئی,1.2,https://bama.ir/car/detail-sb1vrgpc-ds-3-2018
هیوندای,هیوندای، توسان,2013,144000,کرج / جهان‌شهر,4300000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.4,https://bama.ir/car/detail-l1ouqck4-hyundai-tucsonix35-2.4l-2013
کوییک,کوییک، دنده ای R,2020,150000,تهران / مجیدیه,830000000.0,lumpsum,دنده ای,قرمز,-,خط و خش جزئی,1.5,https://bama.ir/car/detail-wa73cmbk-quick-manualr-1399
سمند,سمند، سورن,2017,13000,تبریز,1220000000.0,lumpsum,دنده ای,سفید,مشکی,دور رنگ,1.7,https://bama.ir/car/detail-rb9koemc-samand-soren-elxturbo-1396
پژو,پژو، 207,2025,0,قزوین,2710000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-be4dpm6o-peugeot-207-automaticpanoramatu5p-1404
رنو,رنو، تندر 90,2016,160000,تهران / نارمک,1550000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-49ekiwyb-renault-tondar90-e2-1395
تارا,تارا، دنده ای V1,2022,91000,اصفهان / ناژوان,1700000000.0,lumpsum,دنده ای,مشکی,-,بدون رنگ,1.6,https://bama.ir/car/detail-mfinezpb-tara-manual-1401
شاهین,شاهین، اتوماتیک CVT,2024,32500,اصفهان / احمدآباد,2050000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-0l3tybrq-shahin-gautomatic-cvt-1403
پژو,پژو، پارس,2021,116000,اراک,1350000000.0,lumpsum,دنده ای,سفید,قهوه ای,گلگیر رنگ,1.6,https://bama.ir/car/detail-fmqih5wa-peugeot-pars-lx-1400
تانک,تانک، 500HEV,2026,0,مشهد / وکیل‌آباد,18000000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-2u3mztkn-tank-500hev-2.0literturbo-2026
دنا,دنا، پلاس EF7,2026,0,اصفهان / آبشار,2850000000.0,lumpsum,اتوماتیک,تیتانیوم,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-dtaxgqjf-dena-plus-turboautomaticoptional-1405
تویوتا,تویوتا، کمری,2010,220000,نکا,4650000000.0,lumpsum,اتوماتیک,سفید,خاکستری,بدون رنگ,2.4,https://bama.ir/car/detail-mlqyo8wg-toyota-camry-gl-2010
سوزوکی,سوزوکی، گراند ویتارا هیبرید,2026,0,زنجان,7000000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-0uiluoz7-suzuki-grandvitarahybrid-awd-2026
دنا,دنا، معمولی,2019,225000,کرج / اسدآباد,1400000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.7,https://bama.ir/car/detail-hen59pkn-dena-1.7-1398
پژو,پژو، پارس,2021,1300,ماکو,1250000000.0,lumpsum,اتوماتیک,سفید,-,کامل رنگ,1.6,https://bama.ir/car/detail-wand6b0y-peugeot-pars-at-1400
دنا,دنا، پلاس EF7,2023,60000,ایلام,2070000000.0,lumpsum,دنده ای,مشکی,-,خط و خش جزئی,1.7,https://bama.ir/car/detail-rv87pyus-dena-plus-turbo6mt-1402
اطلس,اطلس، دنده ای,2025,0,کرج / آزادگان,1460000000.0,lumpsum,دنده ای,کرم,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-ctkmnohe-atlas-g-mt-1404
سمند,سمند، سورن,2024,13000,تهران / نعمت‌آباد,1480000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.8,https://bama.ir/car/detail-truw5ib2-samand-soren-plusxu7p-1403
کی ام سی,کی ام سی، ایگل,2026,0,تهران / جی,2400000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-k1h802xc-kmc-eagle-1.5liter-1405
پژو,پژو، 206,2020,9800,تهران / چیتگر,1320000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.4,https://bama.ir/car/detail-9tjzyd5s-peugeot-206ir-type2-1399
سمند,سمند، LX,2016,190000,تهران / دریاچه شهدای خلیج فارس,900000000.0,lumpsum,دنده ای,سفید,-,اتاق تعویض,1.8,https://bama.ir/car/detail-qazwethp-samand-lx-basic-1395
پژو,پژو، 207,2020,62000,تهران / سیدخندان,1950000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-ksbhhy35-peugeot-207-automaticpanorama-1399
پژو,پژو، 206 SD,2016,75500,تهران / شهرآرا,1435000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-kwizuviw-peugeot-206sd-v8-1395
